geoid,median_income,no_vehicle,commuters_total,commuters_transit,transit_share
36047009201,76688.0,296.0,937.0,401.0,0.4279615795090715
36047009202,52775.0,877.0,1649.0,862.0,0.5227410551849606
36047009401,47104.0,355.0,855.0,434.0,0.5076023391812865
36047009402,71375.0,521.0,1411.0,482.0,0.3416017009213324
36047009600,75134.0,1349.0,3113.0,1611.0,0.5175072277545776
36047009800,59342.0,1279.0,2855.0,1391.0,0.487215411558669
36047010000,64107.0,1162.0,2554.0,1336.0,0.5231010180109632
36047010100,118906.0,643.0,2455.0,1139.0,0.4639511201629328
36047010200,61643.0,830.0,2190.0,1212.0,0.5534246575342465
36047010401,54250.0,386.0,764.0,365.0,0.47774869109947643
36047010402,31645.0,514.0,750.0,330.0,0.44
36047010601,43625.0,484.0,925.0,468.0,0.505945945945946
36047010602,63232.0,335.0,910.0,400.0,0.43956043956043955
36047010801,68900.0,280.0,903.0,335.0,0.3709856035437431
36047010802,59145.0,338.0,867.0,241.0,0.2779700115340254
36047011000,77500.0,247.0,774.0,356.0,0.4599483204134367
36047011200,52172.0,1087.0,2360.0,1085.0,0.4597457627118644
36047011400,67955.0,517.0,1250.0,332.0,0.2656
36047011600,47197.0,594.0,1477.0,658.0,0.44549763033175355
36047011700,118393.0,646.0,1628.0,932.0,0.5724815724815725
36047011800,61842.0,382.0,784.0,367.0,0.46811224489795916
36047011901,134167.0,295.0,856.0,408.0,0.4766355140186916
36047011902,,0.0,0.0,0.0,
36047012000,69030.0,94.0,438.0,185.0,0.4223744292237443
36047012100,114552.0,450.0,1183.0,707.0,0.5976331360946746
36047012200,54038.0,1118.0,2466.0,1377.0,0.5583941605839416
36047012600,58643.0,343.0,1107.0,528.0,0.47696476964769646
36047012700,117627.0,1113.0,2012.0,1253.0,0.6227634194831014
36047012801,65313.0,372.0,825.0,346.0,0.4193939393939394
36047012901,232530.0,521.0,1654.0,865.0,0.5229746070133011
36047012902,148438.0,1046.0,2003.0,1029.0,0.5137294058911632
36047013000,80246.0,1079.0,2139.0,1068.0,0.4992987377279102
36047013100,134479.0,1232.0,1925.0,1178.0,0.6119480519480519
36047013200,93750.0,235.0,939.0,361.0,0.3844515441959531
36047013300,213227.0,859.0,2589.0,1428.0,0.5515643105446119
36047013400,108654.0,686.0,1999.0,874.0,0.43721860930465234
36047013500,210667.0,602.0,2120.0,808.0,0.38113207547169814
36047013600,104191.0,612.0,2104.0,892.0,0.42395437262357416
36047013700,158594.0,941.0,1935.0,927.0,0.4790697674418605
36047013800,93117.0,572.0,1537.0,796.0,0.5178919973975277
36047013900,163125.0,723.0,2102.0,945.0,0.4495718363463368
36047014000,55250.0,237.0,540.0,162.0,0.3
36047014101,142750.0,260.0,646.0,327.0,0.5061919504643962
36047014102,127768.0,363.0,883.0,602.0,0.681766704416761
36047014200,80476.0,621.0,1731.0,1106.0,0.6389370306181398
36047014300,122344.0,819.0,2055.0,1035.0,0.5036496350364964
36047014500,112596.0,928.0,2707.0,1190.0,0.43960103435537495
36047014700,133194.0,394.0,1243.0,559.0,0.4497184231697506
36047014800,71250.0,136.0,423.0,106.0,0.25059101654846333
36047014901,143859.0,274.0,989.0,532.0,0.537917087967644
36047014902,142625.0,912.0,2591.0,1072.0,0.4137398687765342
36047015000,78235.0,136.0,697.0,198.0,0.28407460545193686
36047015100,192411.0,775.0,2498.0,1199.0,0.4799839871897518
36047015200,87667.0,224.0,1221.0,303.0,0.24815724815724816
36047015300,138182.0,701.0,1514.0,698.0,0.4610303830911493
36047015400,,0.0,0.0,0.0,
36047015500,215583.0,630.0,2113.0,1229.0,0.5816374822527213
36047015700,186686.0,1308.0,3019.0,1612.0,0.5339516396157669
36047015900,203936.0,1646.0,3236.0,1534.0,0.47404202719406674
36047016000,96411.0,961.0,2510.0,1130.0,0.450199203187251
36047016100,168594.0,974.0,2272.0,1173.0,0.5162852112676056
36047016200,87446.0,454.0,1195.0,561.0,0.4694560669456067
36047016300,145481.0,1205.0,2280.0,1206.0,0.5289473684210526
36047016400,136583.0,8.0,436.0,74.0,0.16972477064220184
36047016500,241579.0,1143.0,3794.0,1694.0,0.44649446494464945
36047016600,130417.0,46.0,803.0,229.0,0.2851805728518057
36047016700,207095.0,1283.0,2947.0,1299.0,0.4407872412623006
36047016800,111673.0,149.0,1073.0,453.0,0.42218080149114634
36047016900,155873.0,851.0,3062.0,1506.0,0.4918354016982365
36047017000,98095.0,259.0,1443.0,721.0,0.49965349965349964
36047017100,158269.0,583.0,2173.0,1156.0,0.5319834330418776
36047017200,127188.0,170.0,1506.0,664.0,0.4409030544488712
36047017400,101701.0,157.0,1261.0,581.0,0.4607454401268834
36047017500,,0.0,0.0,0.0,
36047017600,102344.0,285.0,1271.0,574.0,0.45161290322580644
36047017700,,0.0,0.0,0.0,
36047017800,73417.0,326.0,1154.0,579.0,0.5017331022530329
36047017900,110625.0,930.0,1813.0,835.0,0.46056260341974625
36047018000,62637.0,487.0,1270.0,746.0,0.5874015748031496
36047018100,164904.0,1461.0,2518.0,1202.0,0.47736298649722003
36047018200,66083.0,397.0,1537.0,818.0,0.5322055953155498
36047018300,182401.0,624.0,1849.0,743.0,0.4018388318009735
36047018400,69844.0,232.0,971.0,545.0,0.5612770339855818
36047018501,46723.0,1569.0,1869.0,1037.0,0.5548421615837347
36047018600,77500.0,208.0,1092.0,711.0,0.6510989010989011
36047018700,116842.0,260.0,839.0,273.0,0.3253873659117998
36047018800,68304.0,342.0,1431.0,567.0,0.39622641509433965
36047019000,63289.0,842.0,2139.0,943.0,0.44086021505376344
36047019100,148051.0,782.0,1790.0,662.0,0.36983240223463687
36047019200,63807.0,323.0,1031.0,370.0,0.3588748787584869
36047019300,72806.0,1793.0,2397.0,1265.0,0.5277430120984564
36047019400,49309.0,333.0,1516.0,561.0,0.37005277044854884
36047019500,110594.0,1097.0,1951.0,1067.0,0.5468990261404408
36047019600,82500.0,751.0,2087.0,1134.0,0.5433636799233349
36047019700,114191.0,886.0,2125.0,1012.0,0.47623529411764703
36047019800,81719.0,165.0,1033.0,420.0,0.40658276863504356
36047019900,123107.0,1466.0,2235.0,1223.0,0.5472035794183445
36047020000,91750.0,268.0,1024.0,487.0,0.4755859375
36047020100,142589.0,1228.0,2701.0,1405.0,0.5201777119585339
36047020200,87917.0,146.0,804.0,231.0,0.2873134328358209
36047020300,191083.0,407.0,1415.0,560.0,0.3957597173144876
36047020400,95855.0,198.0,870.0,298.0,0.3425287356321839
36047020500,149643.0,1074.0,2354.0,1262.0,0.536108751062022
36047020600,95104.0,113.0,1022.0,386.0,0.3776908023483366
36047020700,175833.0,1424.0,2860.0,1485.0,0.5192307692307693
36047020800,62723.0,653.0,1543.0,633.0,0.4102397926117952
36047021000,64250.0,381.0,1454.0,550.0,0.3782668500687758
36047021100,87850.0,788.0,1412.0,473.0,0.334985835694051
36047021200,62519.0,596.0,1752.0,763.0,0.4355022831050228
36047021300,80275.0,1302.0,2468.0,1533.0,0.6211507293354943
36047021400,78272.0,303.0,1084.0,389.0,0.35885608856088563
36047021500,109130.0,1962.0,3356.0,1734.0,0.5166865315852205
36047021600,37267.0,541.0,1045.0,262.0,0.2507177033492823
36047021700,88828.0,1416.0,1940.0,996.0,0.51340206185567
36047021800,66169.0,324.0,932.0,165.0,0.17703862660944206
36047021900,114750.0,1066.0,2454.0,1293.0,0.5268948655256723
36047022000,44716.0,669.0,1465.0,195.0,0.13310580204778158
36047022100,63636.0,1101.0,1775.0,952.0,0.5363380281690141
36047022200,48594.0,652.0,1317.0,441.0,0.3348519362186788
36047022400,57457.0,523.0,1697.0,566.0,0.33352975839717147
36047022600,79022.0,258.0,754.0,209.0,0.27718832891246686
36047022700,122400.0,1288.0,2344.0,1394.0,0.5947098976109215
36047022800,40089.0,406.0,1056.0,318.0,0.30113636363636365
36047022900,121997.0,1056.0,2272.0,1162.0,0.511443661971831
36047023000,53208.0,593.0,1063.0,309.0,0.29068673565381
36047023100,150288.0,823.0,2176.0,868.0,0.39889705882352944
36047023200,62973.0,564.0,1636.0,182.0,0.11124694376528117
36047023300,80000.0,1235.0,3489.0,1732.0,0.49641731155058755
36047023400,31411.0,913.0,1410.0,311.0,0.22056737588652484
36047023500,65417.0,910.0,1846.0,694.0,0.37594799566630555
36047023600,36524.0,922.0,1679.0,377.0,0.22453841572364502
36047023800,40335.0,709.0,1085.0,199.0,0.18341013824884791
36047024000,43371.0,907.0,1724.0,591.0,0.3428074245939675
36047024100,76528.0,796.0,1679.0,769.0,0.4580107206670637
36047024200,56250.0,241.0,860.0,150.0,0.1744186046511628
36047024300,94107.0,1250.0,2607.0,1737.0,0.666283084004603
36047024400,58342.0,382.0,1137.0,359.0,0.31574318381706246
36047024500,100547.0,1233.0,2704.0,1597.0,0.5906065088757396
36047024600,76652.0,306.0,1326.0,426.0,0.3212669683257919
36047024700,63200.0,973.0,1569.0,713.0,0.4544295729764181
36047024800,61466.0,301.0,944.0,330.0,0.3495762711864407
36047024900,85871.0,1356.0,2298.0,1520.0,0.6614447345517842
36047025000,51875.0,238.0,853.0,331.0,0.388042203985932
36047025100,56111.0,1240.0,2011.0,1266.0,0.6295375435106912
36047025200,54750.0,779.0,1971.0,1169.0,0.5930999492643328
36047025300,87981.0,708.0,1812.0,1083.0,0.597682119205298
36047025400,83637.0,529.0,1250.0,295.0,0.236
36047025500,22291.0,1590.0,1891.0,1357.0,0.7176097303014278
36047025600,69181.0,310.0,1054.0,622.0,0.5901328273244781
36047025700,106579.0,525.0,1573.0,745.0,0.47361729179911
36047025800,57431.0,867.0,1740.0,1045.0,0.6005747126436781
36047025901,75341.0,575.0,1098.0,599.0,0.5455373406193078
36047025902,21674.0,1191.0,1010.0,683.0,0.6762376237623763
36047026000,61118.0,472.0,1306.0,577.0,0.44180704441041346
36047026100,81827.0,1708.0,2932.0,1192.0,0.40654843110504774
36047026200,107760.0,266.0,1258.0,558.0,0.4435612082670906
36047026300,77546.0,685.0,1087.0,638.0,0.5869365225390984
36047026400,73029.0,889.0,2053.0,1212.0,0.5903555772040916
36047026500,77545.0,1269.0,2486.0,1296.0,0.5213193885760258
36047026600,51724.0,470.0,1509.0,612.0,0.40556660039761433
36047026700,121771.0,1138.0,2835.0,1340.0,0.47266313932980597
36047026800,80500.0,714.0,2038.0,859.0,0.42149165848871445
36047026900,89573.0,803.0,1655.0,956.0,0.5776435045317221
36047027000,43269.0,354.0,918.0,248.0,0.2701525054466231
36047027100,96016.0,727.0,1864.0,581.0,0.3116952789699571
36047027200,64286.0,571.0,1792.0,917.0,0.51171875
36047027300,95735.0,748.0,1956.0,798.0,0.40797546012269936
36047027400,51738.0,375.0,1344.0,708.0,0.5267857142857143
36047027500,85466.0,1202.0,2341.0,1523.0,0.6505766766339172
36047027600,60652.0,641.0,1592.0,774.0,0.4861809045226131
36047027700,67926.0,1060.0,1767.0,948.0,0.5365025466893039
36047027800,66113.0,565.0,1459.0,802.0,0.5496915695681974
36047027900,65433.0,879.0,1881.0,821.0,0.4364699627857523
36047028000,84076.0,209.0,764.0,389.0,0.5091623036649214
36047028100,43176.0,1350.0,2211.0,1256.0,0.5680687471732248
36047028200,51646.0,457.0,1290.0,680.0,0.5271317829457365
36047028300,43254.0,1099.0,1471.0,984.0,0.6689326988443236
36047028400,58373.0,700.0,1313.0,564.0,0.42955064737242954
36047028501,55192.0,212.0,318.0,258.0,0.8113207547169812
36047028502,34659.0,938.0,1042.0,749.0,0.718809980806142
36047028600,45918.0,966.0,1995.0,990.0,0.49624060150375937
36047028700,58247.0,932.0,1552.0,778.0,0.5012886597938144
36047028800,58000.0,591.0,1462.0,937.0,0.6409028727770177
36047028900,42456.0,1136.0,1954.0,838.0,0.428863868986694
36047029000,55545.0,940.0,1054.0,513.0,0.48671726755218214
36047029100,101719.0,859.0,2239.0,1099.0,0.49084412684234036
36047029200,45708.0,606.0,1058.0,618.0,0.5841209829867675
36047029300,52361.0,967.0,1458.0,914.0,0.6268861454046639
36047029400,82784.0,296.0,850.0,477.0,0.5611764705882353
36047029500,100750.0,682.0,2321.0,1502.0,0.6471348556656613
36047029600,58407.0,1276.0,2624.0,1688.0,0.6432926829268293
36047029700,86225.0,943.0,2143.0,1324.0,0.6178254783014465
36047029800,55214.0,397.0,1670.0,701.0,0.41976047904191616
36047029900,66989.0,574.0,985.0,629.0,0.6385786802030456
36047030000,52279.0,692.0,1741.0,1144.0,0.6570936243538197
36047030100,110938.0,524.0,1549.0,1033.0,0.6668818592640413
36047030200,83068.0,316.0,1828.0,855.0,0.46772428884026257
36047030300,35679.0,1656.0,1812.0,1148.0,0.6335540838852097
36047030400,53693.0,619.0,1683.0,890.0,0.5288175876411171
36047030500,127313.0,1930.0,4757.0,2257.0,0.4744586924532268
36047030600,55278.0,216.0,769.0,420.0,0.5461638491547465
36047030700,42902.0,2385.0,2293.0,1580.0,0.6890536415176625
36047030800,64545.0,230.0,913.0,419.0,0.4589266155531216
36047030900,67969.0,577.0,997.0,703.0,0.7051153460381143
36047031100,82726.0,768.0,1503.0,732.0,0.4870259481037924
36047031300,98828.0,1522.0,2644.0,1622.0,0.613464447806354
36047031401,81643.0,730.0,2356.0,1113.0,0.4724108658743633
36047031402,,0.0,0.0,0.0,
36047031500,88200.0,1857.0,3546.0,1821.0,0.5135363790186125
36047031701,104056.0,892.0,2769.0,1555.0,0.5615745756590828
36047031702,107106.0,966.0,2370.0,1319.0,0.5565400843881857
36047031900,89468.0,851.0,1438.0,918.0,0.6383866481223922
36047032100,73949.0,1769.0,2838.0,1853.0,0.6529245947850599
36047032300,72353.0,1053.0,1631.0,765.0,0.46903740036787245
36047032500,86282.0,1974.0,3189.0,2079.0,0.651928504233302
36047032600,37183.0,1809.0,2554.0,1178.0,0.46123727486296007
36047032700,68611.0,933.0,1439.0,1040.0,0.7227241139680334
36047032800,45603.0,692.0,975.0,419.0,0.4297435897435897
36047032900,92769.0,1227.0,2428.0,1292.0,0.5321252059308073
36047033000,20329.0,1343.0,1050.0,624.0,0.5942857142857143
36047033100,48306.0,1063.0,1694.0,804.0,0.47461629279811096
36047033300,74115.0,737.0,1629.0,431.0,0.2645794966236955
36047033500,80833.0,361.0,1286.0,587.0,0.45645412130637636
36047033600,83833.0,303.0,2070.0,481.0,0.2323671497584541
36047033701,61456.0,714.0,1067.0,408.0,0.3823805060918463
36047033702,74318.0,217.0,503.0,127.0,0.2524850894632207
36047033900,44947.0,1458.0,2259.0,1172.0,0.518813634351483
36047034000,30194.0,379.0,313.0,100.0,0.3194888178913738
36047034100,81116.0,727.0,1385.0,916.0,0.6613718411552346
36047034200,20706.0,2119.0,1270.0,832.0,0.6551181102362205
36047034300,25083.0,1611.0,1279.0,898.0,0.7021110242376857
36047034500,55774.0,739.0,1550.0,1070.0,0.6903225806451613
36047034700,35992.0,1491.0,1433.0,1051.0,0.7334263782274948
36047034800,57750.0,449.0,942.0,461.0,0.4893842887473461
36047034901,50150.0,672.0,888.0,487.0,0.5484234234234234
36047034902,47444.0,1151.0,1658.0,1284.0,0.7744270205066345
36047035000,50599.0,734.0,1354.0,673.0,0.49704579025110784
36047035101,42429.0,489.0,625.0,487.0,0.7792
36047035102,41250.0,635.0,1109.0,677.0,0.6104598737601443
36047035200,12110.0,623.0,174.0,120.0,0.6896551724137931
36047035301,39688.0,861.0,1089.0,460.0,0.42240587695133147
36047035302,94663.0,537.0,1576.0,874.0,0.5545685279187818
36047035400,56930.0,1310.0,2017.0,964.0,0.4779375309866138
36047035500,54005.0,1335.0,2480.0,1343.0,0.5415322580645161
36047035601,30450.0,774.0,800.0,371.0,0.46375
36047035602,57764.0,1310.0,2562.0,1116.0,0.43559718969555034
36047035701,45296.0,801.0,1034.0,854.0,0.8259187620889749
36047035702,,0.0,0.0,0.0,
36047035900,67264.0,1708.0,2836.0,2094.0,0.7383638928067701
36047036001,28952.0,1314.0,1206.0,477.0,0.39552238805970147
36047036002,38047.0,1728.0,1713.0,635.0,0.37069468768242847
36047036100,21398.0,901.0,735.0,429.0,0.5836734693877551
36047036200,51768.0,736.0,1799.0,661.0,0.3674263479710951
36047036300,34916.0,1423.0,2010.0,1230.0,0.6119402985074627
36047036400,56682.0,601.0,982.0,474.0,0.48268839103869654
36047036501,64531.0,757.0,1359.0,854.0,0.6284032376747608
36047036502,47279.0,288.0,663.0,413.0,0.6229260935143288
36047036600,48075.0,601.0,1751.0,660.0,0.37692747001713306
36047036700,66410.0,370.0,939.0,517.0,0.5505857294994675
36047036900,38036.0,1764.0,2662.0,1908.0,0.7167543200601052
36047037000,79688.0,311.0,1861.0,912.0,0.49005910800644814
36047037100,98281.0,844.0,2530.0,1522.0,0.6015810276679842
36047037300,71518.0,1368.0,2509.0,1766.0,0.703866082104424
36047037401,56667.0,721.0,1638.0,732.0,0.4468864468864469
36047037402,57667.0,938.0,2187.0,814.0,0.37219935985368086
36047037500,80268.0,931.0,2024.0,1275.0,0.6299407114624506
36047037700,77302.0,1008.0,2418.0,1204.0,0.49793217535153017
36047037900,49427.0,890.0,1920.0,1181.0,0.6151041666666667
36047038100,56909.0,1614.0,2735.0,1933.0,0.706764168190128
36047038200,20908.0,1440.0,980.0,718.0,0.7326530612244898
36047038300,82286.0,1122.0,2774.0,1759.0,0.6341023792357606
36047038500,90275.0,860.0,2222.0,1107.0,0.4981998199819982
36047038600,90219.0,323.0,1331.0,395.0,0.29676934635612323
36047038700,76150.0,1098.0,2192.0,1564.0,0.7135036496350365
36047038800,76221.0,652.0,2007.0,915.0,0.45590433482810166
36047038900,83036.0,695.0,1644.0,1027.0,0.6246958637469586
36047039000,78088.0,150.0,830.0,203.0,0.24457831325301205
36047039100,96870.0,1292.0,2681.0,1529.0,0.5703095859753823
36047039200,54276.0,423.0,1359.0,676.0,0.4974245768947756
36047039300,98672.0,1160.0,2469.0,1710.0,0.692588092345079
36047039400,50139.0,361.0,557.0,93.0,0.16696588868940754
36047039500,52188.0,1408.0,2248.0,1370.0,0.6094306049822064
36047039600,82868.0,167.0,878.0,266.0,0.30296127562642367
36047039700,79087.0,796.0,1674.0,1034.0,0.6176821983273596
36047039800,81078.0,295.0,1303.0,560.0,0.4297774366845741
36047039900,61543.0,1037.0,2215.0,1546.0,0.6979683972911964
36047040000,56541.0,328.0,986.0,502.0,0.5091277890466531
36047040100,60750.0,787.0,1829.0,942.0,0.5150355385456533
36047040200,67986.0,382.0,1199.0,593.0,0.4945788156797331
36047040300,86309.0,830.0,2278.0,1494.0,0.655838454784899
36047040400,98482.0,194.0,1299.0,545.0,0.4195535026943803
36047040500,66362.0,373.0,841.0,681.0,0.8097502972651606
36047040600,75885.0,511.0,1917.0,963.0,0.5023474178403756
36047040700,,0.0,0.0,0.0,
36047040800,90000.0,336.0,1528.0,768.0,0.5026178010471204
36047040900,63626.0,768.0,2065.0,1193.0,0.5777239709443099
36047041000,57000.0,221.0,594.0,264.0,0.4444444444444444
36047041100,58377.0,731.0,1498.0,907.0,0.6054739652870494
36047041200,115714.0,453.0,1343.0,415.0,0.3090096798212956
36047041300,86190.0,690.0,2040.0,1015.0,0.49754901960784315
36047041401,52750.0,166.0,405.0,105.0,0.25925925925925924
36047041402,45625.0,320.0,665.0,248.0,0.37293233082706767
36047041500,93211.0,788.0,2760.0,1120.0,0.4057971014492754
36047041600,62050.0,240.0,841.0,320.0,0.380499405469679
36047041700,31250.0,1023.0,1454.0,865.0,0.5949105914718019
36047041800,53830.0,384.0,690.0,186.0,0.26956521739130435
36047041900,62656.0,735.0,1578.0,986.0,0.6248415716096325
36047042000,82606.0,194.0,596.0,218.0,0.36577181208053694
36047042100,97250.0,1044.0,2415.0,1395.0,0.577639751552795
36047042200,67277.0,306.0,1357.0,576.0,0.42446573323507736
36047042300,95506.0,831.0,2524.0,1346.0,0.5332805071315373
36047042400,65278.0,657.0,1571.0,822.0,0.5232336091661363
36047042500,89044.0,770.0,1629.0,862.0,0.529158993247391
36047042600,77500.0,758.0,2163.0,1123.0,0.5191863153028201
36047042700,91750.0,1242.0,2753.0,1564.0,0.5681075190701054
36047042800,78807.0,515.0,1841.0,759.0,0.41227593699076587
36047042900,67908.0,1698.0,2913.0,1922.0,0.6598008925506351
36047043000,52652.0,555.0,1691.0,1136.0,0.6717918391484329
36047043100,86530.0,1264.0,2751.0,1878.0,0.6826608505997819
36047043200,81548.0,720.0,2174.0,1096.0,0.5041398344066237
36047043300,40000.0,935.0,1467.0,1116.0,0.7607361963190185
36047043400,60724.0,551.0,1471.0,837.0,0.5690006798096533
36047043500,82967.0,1099.0,2625.0,1463.0,0.5573333333333333
36047043600,74197.0,641.0,2516.0,1390.0,0.5524642289348172
36047043700,59643.0,1176.0,3067.0,1948.0,0.6351483534398435
36047043800,70344.0,404.0,1181.0,404.0,0.3420829805249788
36047043900,71471.0,593.0,1511.0,915.0,0.6055592322964924
36047044000,85000.0,360.0,1056.0,522.0,0.4943181818181818
36047044100,63378.0,1140.0,2776.0,1437.0,0.5176512968299711
36047044200,69722.0,246.0,775.0,207.0,0.2670967741935484
36047044300,94327.0,1296.0,2970.0,1821.0,0.6131313131313131
36047044400,65500.0,572.0,1274.0,565.0,0.4434850863422292
36047044500,84318.0,914.0,2156.0,1175.0,0.5449907235621522
36047044600,59464.0,221.0,897.0,439.0,0.48940914158305465
36047044700,86595.0,673.0,1179.0,696.0,0.5903307888040712
36047044800,76364.0,269.0,785.0,270.0,0.34394904458598724
36047044901,55156.0,709.0,1287.0,649.0,0.5042735042735043
36047044902,,0.0,0.0,0.0,
36047045000,84583.0,60.0,272.0,56.0,0.20588235294117646
36047045200,71890.0,248.0,1003.0,290.0,0.28913260219341974
36047045300,61420.0,482.0,1043.0,643.0,0.6164908916586769
36047045400,88456.0,175.0,808.0,241.0,0.29826732673267325
36047045600,83289.0,438.0,934.0,361.0,0.38650963597430404
36047045800,87708.0,98.0,370.0,119.0,0.3216216216216216
36047046000,78155.0,597.0,1346.0,567.0,0.4212481426448737
36047046201,40058.0,577.0,847.0,319.0,0.37662337662337664
36047046202,88092.0,118.0,820.0,185.0,0.22560975609756098
36047046400,63654.0,250.0,723.0,145.0,0.20055325034578148
36047046800,39262.0,311.0,792.0,184.0,0.23232323232323232
36047047000,69545.0,174.0,824.0,109.0,0.13228155339805825
36047047200,76833.0,348.0,699.0,103.0,0.1473533619456366
36047047400,61544.0,314.0,716.0,117.0,0.1634078212290503
36047047600,54149.0,424.0,930.0,138.0,0.14838709677419354
36047047700,176190.0,1053.0,2877.0,1490.0,0.5179005908932917
36047047800,57228.0,556.0,1631.0,399.0,0.2446351931330472
36047048000,35088.0,586.0,1039.0,384.0,0.3695861405197305
36047048100,103529.0,843.0,1764.0,886.0,0.5022675736961452
36047048200,53301.0,1265.0,2499.0,1025.0,0.4101640656262505
36047048400,80324.0,699.0,2749.0,934.0,0.33975991269552563
36047048500,106893.0,627.0,1753.0,993.0,0.5664575014261266
36047048600,58722.0,389.0,944.0,477.0,0.5052966101694916
36047048800,72254.0,855.0,1982.0,822.0,0.4147325933400605
36047048900,28503.0,1282.0,1211.0,1024.0,0.8455821635012386
36047049000,69575.0,1416.0,2474.0,1333.0,0.5388035569927243
36047049100,41156.0,2109.0,2812.0,1735.0,0.6169985775248933
36047049200,99444.0,499.0,1449.0,542.0,0.37405106970324364
36047049301,24153.0,837.0,520.0,363.0,0.698076923076923
36047049302,51860.0,1656.0,2538.0,1465.0,0.5772261623325453
36047049400,96791.0,1090.0,2394.0,1168.0,0.4878863826232247
36047049500,101875.0,1124.0,1897.0,1035.0,0.5455983131259884
36047049600,71952.0,704.0,1841.0,962.0,0.5225420966865834
36047049700,129489.0,829.0,2210.0,1102.0,0.4986425339366516
36047049800,73066.0,896.0,2191.0,1261.0,0.5755362848014606
36047049900,101250.0,497.0,1565.0,703.0,0.44920127795527154
36047050001,113780.0,306.0,863.0,507.0,0.5874855156431055
36047050002,117708.0,400.0,961.0,549.0,0.5712799167533819
36047050100,103846.0,978.0,1888.0,1007.0,0.5333686440677966
36047050202,93995.0,442.0,1286.0,725.0,0.5637636080870918
36047050300,151250.0,1021.0,2152.0,1115.0,0.5181226765799256
36047050401,139947.0,561.0,1892.0,913.0,0.48255813953488375
36047050402,136825.0,642.0,1185.0,620.0,0.5232067510548524
36047050500,70361.0,1418.0,2283.0,1734.0,0.759526938239159
36047050600,71316.0,1400.0,3147.0,2171.0,0.6898633619319987
36047050700,54342.0,403.0,778.0,145.0,0.18637532133676094
36047050801,68125.0,1039.0,2016.0,1481.0,0.7346230158730159
36047050803,77625.0,815.0,1617.0,1095.0,0.6771799628942486
36047050804,98729.0,1679.0,3150.0,1961.0,0.6225396825396825
36047050900,35333.0,481.0,1291.0,174.0,0.13477924089852827
36047051001,57464.0,1303.0,1970.0,1088.0,0.5522842639593909
36047051002,60193.0,1303.0,2183.0,1369.0,0.6271186440677966
36047051100,72803.0,1314.0,2360.0,1414.0,0.5991525423728814
36047051200,95236.0,1546.0,3755.0,2969.0,0.7906790945406125
36047051300,126358.0,1830.0,3336.0,2011.0,0.6028177458033573
36047051400,93630.0,1631.0,4145.0,2284.0,0.5510253317249698
36047051500,183056.0,802.0,2092.0,1166.0,0.5573613766730402
36047051601,63672.0,1137.0,2594.0,1575.0,0.6071703932151118
36047051602,66875.0,948.0,1919.0,1427.0,0.7436164669098488
36047051700,191964.0,892.0,1953.0,960.0,0.4915514592933948
36047051800,92098.0,953.0,2010.0,1475.0,0.7338308457711443
36047051900,205184.0,2102.0,4042.0,1908.0,0.47204354280059374
36047052000,118343.0,626.0,1889.0,954.0,0.5050291159343568
36047052300,91111.0,1766.0,2792.0,1421.0,0.5089541547277937
36047052500,30078.0,935.0,1274.0,660.0,0.5180533751962323
36047052600,83152.0,986.0,1984.0,1057.0,0.5327620967741935
36047052700,61563.0,1812.0,3365.0,1922.0,0.5711738484398217
36047052800,120156.0,216.0,927.0,339.0,0.3656957928802589
36047052900,38690.0,599.0,1219.0,524.0,0.4298605414273995
36047053000,68234.0,525.0,1611.0,693.0,0.4301675977653631
36047053101,19392.0,414.0,673.0,153.0,0.22734026745913818
36047053102,66487.0,585.0,1520.0,407.0,0.26776315789473687
36047053200,70816.0,397.0,1043.0,441.0,0.4228187919463087
36047053300,27359.0,1185.0,1493.0,223.0,0.14936369725385132
36047053400,58800.0,670.0,1705.0,793.0,0.46510263929618767
36047053500,27083.0,712.0,1165.0,353.0,0.30300429184549355
36047053700,42143.0,398.0,942.0,48.0,0.050955414012738856
36047053800,67521.0,1205.0,2708.0,1316.0,0.4859675036927622
36047053900,32321.0,579.0,818.0,219.0,0.26772616136919314
36047054200,60750.0,750.0,1521.0,626.0,0.41157133464825774
36047054300,,0.0,0.0,0.0,
36047054400,70927.0,377.0,1694.0,672.0,0.39669421487603307
36047054500,34091.0,1688.0,2302.0,1122.0,0.48740225890529976
36047054600,60725.0,1243.0,2225.0,1117.0,0.5020224719101124
36047054700,77279.0,1564.0,3011.0,1177.0,0.39090003321155764
36047054800,83750.0,275.0,731.0,223.0,0.30506155950752395
36047054900,163269.0,1218.0,2994.0,1280.0,0.42752171008684037
36047055000,58409.0,681.0,1522.0,699.0,0.4592641261498029
36047055100,120841.0,1848.0,3589.0,1473.0,0.4104207300083589
36047055200,91731.0,892.0,1863.0,820.0,0.440150295222759
36047055300,131016.0,966.0,2100.0,1163.0,0.5538095238095239
36047055400,70833.0,905.0,1978.0,1072.0,0.5419615773508595
36047055500,187115.0,2581.0,7191.0,4296.0,0.5974134334584897
36047055600,66048.0,622.0,1341.0,454.0,0.33855331841909025
36047055700,117353.0,714.0,1409.0,593.0,0.42086586231369766
36047055800,68994.0,513.0,1179.0,434.0,0.36810856658184904
36047056000,68859.0,628.0,1432.0,664.0,0.46368715083798884
36047056100,146250.0,963.0,2504.0,1303.0,0.520367412140575
